Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft
4,MEM,Drew Gooden,Kansas,14.0,790.0,20127.0,8653.0,5618.0,896.0,0.462,0.257,0.76,25.5,11.0,7.1,1.1,43.9,0.105,-1.2,4.3,2002
5,DEN,Nikoloz Tskitishvili,,4.0,172.0,1946.0,507.0,307.0,114.0,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.1,-2.0,2002
6,CLE,Dajuan Wagner,Memphis,4.0,103.0,2202.0,964.0,142.0,195.0,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0.0,0.0,-4.9,-1.6,2002
7,NYK,Nenê Hilário,,17.0,965.0,25237.0,10909.0,5828.0,1719.0,0.5479999999999999,0.132,0.66,26.2,11.3,6.0,1.8,73.3,0.139,1.0,18.8,2002
8,LAC,Chris Wilcox,Maryland,11.0,628.0,12474.0,5150.0,3076.0,455.0,0.541,0.0,0.643,19.9,8.2,4.9,0.7,26.9,0.10300000000000001,-1.6,1.2,2002
9,PHO,Amar'e Stoudemire,,14.0,846.0,26254.0,15994.0,6632.0,1050.0,0.537,0.23600000000000002,0.7609999999999999,31.0,18.9,7.8,1.2,92.5,0.16899999999999998,1.3,22.0,2002
10,MIA,Caron Butler,UConn,14.0,881.0,28333.0,12430.0,4387.0,2007.0,0.434,0.348,0.847,32.2,14.1,5.0,2.3,50.9,0.086,-0.2,12.6,2002
11,WAS,Jared Jeffries,Indiana,11.0,629.0,13579.0,3003.0,2563.0,798.0,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-2.4,-1.5,2002
12,LAC,Melvin Ely,Fresno State,9.0,375.0,6005.0,1992.0,1215.0,261.0,0.46,0.0,0.625,16.0,5.3,3.2,0.7,4.0,0.032,-4.0,-3.1,2002
13,MIL,Marcus Haislip,Tennessee,4.0,89.0,854.0,311.0,131.0,16.0,0.43700000000000006,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026000000000000002,-4.7,-0.6,2002
14,IND,Fred Jones,Oregon,7.0,430.0,10299.0,3206.0,958.0,990.0,0.41100000000000003,0.353,0.809,24.0,7.5,2.2,2.3,16.5,0.077,-1.0,2.6,2002
15,HOU,Boštjan Nachbar,,6.0,317.0,5628.0,2252.0,836.0,283.0,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.07400000000000001,-1.6,0.6,2002
16,PHI,Jiří Welsch,,4.0,247.0,4596.0,1519.0,602.0,375.0,0.40299999999999997,0.34299999999999997,0.752,18.6,6.1,2.4,1.5,5.7,0.059000000000000004,-1.9,0.1,2002
17,WAS,Juan Dixon,Maryland,7.0,436.0,8509.0,3678.0,816.0,775.0,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-2.1,-0.3,2002
18,ORL,Curtis Borchardt,Stanford,2.0,83.0,1117.0,258.0,278.0,64.0,0.42100000000000004,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.040999999999999995,-3.8,-0.5,2002
19,UTA,Ryan Humphrey,Notre Dame,3.0,85.0,772.0,197.0,189.0,18.0,0.344,0.0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027000000000000003,-8.1,-1.2,2002
20,TOR,Kareem Rush,Missouri,7.0,346.0,5956.0,2213.0,572.0,353.0,0.4,0.358,0.703,17.2,6.4,1.7,1.0,1.7,0.013000000000000001,-3.2,-1.8,2002
21,POR,Qyntel Woods,Northeast Mississippi Community College,4.0,167.0,2060.0,691.0,385.0,105.0,0.452,0.35700000000000004,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-2.7,-0.4,2002
22,PHO,Casey Jacobsen,Stanford,4.0,287.0,5320.0,1488.0,516.0,304.0,0.39299999999999996,0.35200000000000004,0.769,18.5,5.2,1.8,1.1,6.2,0.055999999999999994,-2.2,-0.3,2002
23,DET,Tayshaun Prince,Kentucky,14.0,1017.0,31576.0,11272.0,4332.0,2406.0,0.455,0.36700000000000005,0.7559999999999999,31.0,11.1,4.3,2.4,63.1,0.096,0.3,18.0,2002
24,BKN,Nenad Krstić,,7.0,419.0,10547.0,4210.0,2261.0,346.0,0.494,0.14300000000000002,0.73,25.2,10.0,5.4,0.8,21.5,0.098,-2.6,-1.5,2002
25,DEN,Frank Williams,Illinois,3.0,86.0,952.0,253.0,77.0,166.0,0.35200000000000004,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-3.2,-0.3,2002
26,SAS,John Salmons,Miami (FL),13.0,895.0,23672.0,8292.0,2603.0,2183.0,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,-0.9,6.7,2002
27,LAL,Chris Jefferies,Fresno State,2.0,72.0,861.0,281.0,88.0,29.0,0.38299999999999995,0.365,0.667,12.0,3.9,1.2,0.4,-0.5,-0.03,-5.5,-0.8,2002
28,SAC,Dan Dickau,Gonzaga,6.0,300.0,4617.0,1745.0,405.0,752.0,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,-1.5,0.6,2002
30,GSW,Steve Logan,Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
31,CHI,Roger Mason,Virginia,10.0,518.0,9147.0,3289.0,897.0,677.0,0.408,0.38299999999999995,0.866,17.7,6.3,1.7,1.3,13.0,0.068,-1.4,1.4,2002
32,MEM,Robert Archibald,Illinois,2.0,44.0,328.0,51.0,69.0,16.0,0.28300000000000003,0.0,0.429,7.5,1.2,1.6,0.4,0.0,-0.004,-6.1,-0.3,2002
33,DEN,Vincent Yarbrough,Tennessee,1.0,59.0,1381.0,406.0,162.0,130.0,0.39299999999999996,0.26899999999999996,0.79,23.4,6.9,2.7,2.2,1.0,0.035,-2.4,-0.1,2002
34,MIL,Dan Gadzuric,UCLA,10.0,527.0,7793.0,2465.0,2326.0,196.0,0.5,0.0,0.498,14.8,4.7,4.4,0.4,15.8,0.09699999999999999,-2.3,-0.7,2002
35,CLE,Carlos Boozer,Duke,13.0,861.0,26901.0,13976.0,8192.0,1928.0,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.14300000000000002,1.4,23.1,2002
36,NYK,Milos Vujanic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
37,ATL,David Andersen,,2.0,103.0,1264.0,501.0,292.0,57.0,0.44,0.34700000000000003,0.674,12.3,4.9,2.8,0.6,1.5,0.059000000000000004,-2.9,-0.3,2002
38,HOU,Tito Maddox,Fresno State,1.0,9.0,35.0,11.0,7.0,5.0,0.25,0.0,0.625,3.9,1.2,0.8,0.6,0.0,-0.011000000000000001,-1.4,0.0,2002
39,WAS,Rod Grizzard,Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
40,WAS,Juan Carlos Navarro,,1.0,82.0,2117.0,896.0,210.0,177.0,0.402,0.361,0.8490000000000001,25.8,10.9,2.6,2.2,1.4,0.031,-2.3,-0.2,2002
41,LAC,Mario Kasun,,2.0,73.0,569.0,198.0,188.0,11.0,0.467,0.0,0.636,7.8,2.7,2.6,0.2,0.8,0.069,-7.0,-0.7,2002
42,MIL,Ronald Murray,Shaw,8.0,487.0,11077.0,4817.0,1006.0,1096.0,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037000000000000005,-2.2,-0.5,2002
43,POR,Jason Jennings,Arkansas State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
44,CHI,Lonny Baxter,Maryland,4.0,162.0,1884.0,637.0,477.0,40.0,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,-4.6,-1.2,2002
45,PHI,Sam Clancy,USC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
46,MEM,Matt Barnes,UCLA,14.0,929.0,21967.0,7589.0,4281.0,1691.0,0.436,0.335,0.745,23.6,8.2,4.6,1.8,42.8,0.09300000000000001,-0.1,10.7,2002
47,UTA,Jamal Sampson,California,5.0,72.0,631.0,142.0,242.0,26.0,0.491,0.0,0.537,8.8,2.0,3.4,0.4,1.4,0.106,-2.3,-0.1,2002
48,MIL,Chris Owens,Texas,1.0,1.0,6.0,4.0,1.0,0.0,0.667,0.0,0.0,6.0,4.0,1.0,0.0,0.0,-0.032,-0.5,0.0,2002
49,OKC,Peter Fehse,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
50,BOS,Darius Songaila,Wake Forest,8.0,495.0,9229.0,3415.0,1689.0,589.0,0.499,0.158,0.8440000000000001,18.6,6.9,3.4,1.2,15.9,0.083,-2.1,-0.2,2002
51,POR,Federico Kammerichs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
52,MIN,Marcus Taylor,Michigan State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
53,MIA,Rasual Butler,La Salle,13.0,809.0,17219.0,6092.0,1934.0,658.0,0.40299999999999997,0.36200000000000004,0.747,21.3,7.5,2.4,0.8,20.8,0.057999999999999996,-1.4,2.6,2002
54,BKN,Tamar Slay,Marshall,3.0,66.0,517.0,173.0,70.0,31.0,0.361,0.265,0.5379999999999999,7.8,2.6,1.1,0.5,-0.3,-0.028999999999999998,-5.7,-0.5,2002
55,DAL,Mladen Sekularac,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
56,SAS,Luis Scola,,10.0,743.0,19001.0,8882.0,4941.0,1194.0,0.493,0.33899999999999997,0.74,25.6,12.0,6.7,1.6,45.7,0.115,-0.7,6.4,2002
57,SAS,Randy Holcomb,San Diego State,1.0,4.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,2.8,0.5,0.3,0.0,0.0,0.15,-1.7,0.0,2002
58,SAC,Corsley Edwards,Central Connecticut State University,1.0,10.0,110.0,27.0,25.0,3.0,0.32299999999999995,0.0,0.583,11.0,2.7,2.5,0.3,0.1,0.026000000000000002,-6.2,-0.1,2002
1,CLE,LeBron James,,17.0,1265.0,48551.0,34241.0,9405.0,9346.0,0.504,0.344,0.7340000000000001,38.4,27.1,7.4,7.4,236.4,0.23399999999999999,8.9,133.7,2003
2,DET,Darko Miličić,,10.0,468.0,8638.0,2813.0,1971.0,405.0,0.46,0.0,0.574,18.5,6.0,4.2,0.9,7.1,0.04,-2.4,-0.9,2003
3,DEN,Carmelo Anthony,Syracuse,17.0,1122.0,40031.0,26446.0,7306.0,3250.0,0.44799999999999995,0.349,0.812,35.7,23.6,6.5,2.9,102.3,0.12300000000000001,1.5,35.6,2003
4,TOR,Chris Bosh,Georgia Tech,13.0,893.0,31936.0,17189.0,7592.0,1795.0,0.494,0.335,0.799,35.8,19.2,8.5,2.0,106.0,0.159,1.9,31.1,2003
5,MIA,Dwyane Wade,Marquette,16.0,1054.0,35773.0,23165.0,4933.0,5701.0,0.48,0.293,0.765,33.9,22.0,4.7,5.4,120.7,0.162,5.0,62.8,2003
6,LAC,Chris Kaman,Central Michigan University,13.0,735.0,19642.0,8208.0,5582.0,921.0,0.489,0.042,0.743,26.7,11.2,7.6,1.3,24.6,0.06,-1.9,0.4,2003
7,CHI,Kirk Hinrich,Kansas,13.0,879.0,27015.0,9594.0,2576.0,4245.0,0.41100000000000003,0.375,0.8,30.7,10.9,2.9,4.8,52.5,0.09300000000000001,0.0,13.3,2003
8,MIL,T.J. Ford,Texas,8.0,429.0,11882.0,4797.0,1331.0,2495.0,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068,-0.4,4.6,2003
9,NYK,Mike Sweetney,Georgetown,4.0,233.0,3610.0,1516.0,1045.0,145.0,0.485,0.0,0.6890000000000001,15.5,6.5,4.5,0.6,7.8,0.10300000000000001,-2.7,-0.6,2003
10,WAS,Jarvis Hayes,Georgia,7.0,427.0,9898.0,3553.0,1330.0,459.0,0.415,0.35600000000000004,0.7979999999999999,23.2,8.3,3.1,1.1,10.2,0.049,-2.5,-1.3,2003
11,GSW,Mickaël Piétrus,,10.0,557.0,11950.0,4629.0,1723.0,445.0,0.425,0.355,0.665,21.5,8.3,3.1,0.8,19.7,0.079,-0.9,3.2,2003
12,OKC,Nick Collison,Kansas,14.0,910.0,18603.0,5359.0,4701.0,939.0,0.534,0.20800000000000002,0.723,20.4,5.9,5.2,1.0,44.5,0.115,-1.3,3.1,2003
13,MEM,Marcus Banks,UNLV,8.0,348.0,5571.0,2061.0,519.0,728.0,0.43200000000000005,0.327,0.768,16.0,5.9,1.5,2.1,6.6,0.057,-2.0,-0.1,2003
14,OKC,Luke Ridnour,Oregon,12.0,830.0,21623.0,7740.0,1877.0,3713.0,0.431,0.349,0.862,26.1,9.3,2.3,4.5,36.0,0.08,-0.6,7.5,2003
15,ORL,Reece Gaines,Louisville,3.0,71.0,605.0,123.0,53.0,50.0,0.324,0.26899999999999996,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049,-6.1,-0.6,2003
16,BOS,Troy Bell,Boston College,1.0,6.0,34.0,11.0,4.0,4.0,0.222,0.0,1.0,5.7,1.8,0.7,0.7,-0.2,-0.326,-19.6,-0.2,2003
17,PHO,Žarko Čabarkapa,,3.0,150.0,1550.0,640.0,312.0,85.0,0.42700000000000005,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035,-3.9,-0.7,2003
18,NOH,David West,Xavier,15.0,1034.0,29144.0,14034.0,6590.0,2273.0,0.495,0.265,0.8170000000000001,28.2,13.6,6.4,2.2,85.9,0.141,1.7,27.6,2003
19,UTA,Sasha Pavlović,,10.0,567.0,8888.0,2787.0,1000.0,517.0,0.40399999999999997,0.34600000000000003,0.6729999999999999,15.7,4.9,1.8,0.9,7.0,0.038,-3.4,-3.1,2003
20,BOS,Dahntay Jones,Duke,13.0,624.0,9799.0,3353.0,1082.0,529.0,0.439,0.32899999999999996,0.7509999999999999,15.7,5.4,1.7,0.8,9.9,0.048,-3.7,-4.1,2003
21,ATL,Boris Diaw,,14.0,1064.0,28768.0,9139.0,4634.0,3684.0,0.493,0.336,0.7170000000000001,27.0,8.6,4.4,3.5,51.6,0.086,0.1,15.5,2003
22,BKN,Zoran Planinić,,3.0,148.0,1584.0,561.0,198.0,165.0,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,-3.5,-0.6,2003
23,POR,Travis Outlaw,,11.0,622.0,13026.0,5273.0,1974.0,514.0,0.423,0.337,0.7440000000000001,20.9,8.5,3.2,0.8,16.5,0.061,-1.4,2.1,2003
24,LAL,Brian Cook,Illinois,9.0,421.0,5649.0,2312.0,1115.0,252.0,0.439,0.382,0.7829999999999999,13.4,5.5,2.6,0.6,10.2,0.086,-1.6,0.5,2003
25,DET,Carlos Delfino,,8.0,507.0,11580.0,4115.0,1815.0,887.0,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.09300000000000001,0.5,7.2,2003
26,MIN,Ndudi Ebi,,2.0,19.0,86.0,40.0,19.0,4.0,0.486,0.0,0.462,4.5,2.1,1.0,0.2,0.1,0.051,-3.8,0.0,2003
27,MEM,Kendrick Perkins,,14.0,782.0,17162.0,4214.0,4532.0,813.0,0.53,0.0,0.594,21.9,5.4,5.8,1.0,27.9,0.078,-1.9,0.6,2003
28,SAS,Leandro Barbosa,,14.0,850.0,18386.0,9035.0,1720.0,1775.0,0.45899999999999996,0.387,0.821,21.6,10.6,2.0,2.1,37.4,0.098,-0.2,8.6,2003
29,DAL,Josh Howard,Wake Forest,10.0,507.0,15350.0,7270.0,2886.0,817.0,0.44799999999999995,0.332,0.77,30.3,14.3,5.7,1.6,38.0,0.11900000000000001,0.6,10.0,2003
30,NYK,Maciej Lampe,,3.0,64.0,632.0,215.0,142.0,22.0,0.40700000000000003,0.25,0.6759999999999999,9.9,3.4,2.2,0.3,-0.2,-0.013999999999999999,-7.0,-0.8,2003
31,CLE,Jason Kapono,UCLA,9.0,509.0,9068.0,3398.0,844.0,417.0,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,-2.6,-1.3,2003
32,LAL,Luke Walton,Arizona,10.0,564.0,9685.0,2649.0,1588.0,1317.0,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067,-1.0,2.5,2003
33,MIA,Jerome Beasley,University of North Dakota,1.0,2.0,5.0,2.0,1.0,0.0,0.33299999999999996,0.0,0.0,2.5,1.0,0.5,0.0,0.0,-0.11699999999999999,-5.2,0.0,2003
34,LAC,Sofoklis Schortsanitis,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
35,MIL,Szymon Szewczyk,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
36,CHI,Mario Austin,Mississippi State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
37,ATL,Travis Hansen,BYU,1.0,41.0,507.0,123.0,70.0,19.0,0.354,0.3,0.815,12.4,3.0,1.7,0.5,0.2,0.019,-6.2,-0.5,2003
38,WAS,Steve Blake,Maryland,13.0,870.0,20823.0,5662.0,1816.0,3446.0,0.401,0.38299999999999995,0.779,23.9,6.5,2.1,4.0,29.1,0.067,-1.2,4.2,2003
39,NYK,Slavko Vraneš,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.371,-26.2,0.0,2003
40,GSW,Derrick Zimmerman,Mississippi State,1.0,2.0,32.0,4.0,4.0,7.0,0.667,0.0,0.0,16.0,2.0,2.0,3.5,0.0,0.004,-10.4,-0.1,2003
41,OKC,Willie Green,Detroit Mercy,12.0,731.0,14783.0,6059.0,1303.0,1018.0,0.425,0.34600000000000003,0.765,20.2,8.3,1.8,1.4,12.9,0.042,-2.7,-2.7,2003
42,ORL,Zaza Pachulia,,16.0,1098.0,22240.0,7414.0,6315.0,1433.0,0.469,0.0,0.7509999999999999,20.3,6.8,5.8,1.3,52.7,0.114,-1.5,2.9,2003
43,MIL,Keith Bogans,Kentucky,11.0,671.0,14527.0,4257.0,1817.0,866.0,0.39399999999999996,0.353,0.716,21.6,6.3,2.7,1.3,20.4,0.068,-1.5,1.9,2003
44,HOU,Malick Badiane,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
45,CHI,Matt Bonner,Florida,12.0,792.0,13356.0,4632.0,2371.0,552.0,0.46399999999999997,0.414,0.78,16.9,5.8,3.0,0.7,38.5,0.138,1.0,10.1,2003
46,DEN,Sani Bečirovič,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
47,UTA,Mo Williams,Alabama,13.0,818.0,23872.0,10759.0,2264.0,3990.0,0.434,0.37799999999999995,0.871,29.2,13.2,2.8,4.9,40.0,0.08,-0.3,10.0,2003
48,NOH,James Lang,,1.0,11.0,55.0,11.0,11.0,2.0,0.444,0.0,0.6,5.0,1.0,1.0,0.2,0.1,0.047,-6.4,-0.1,2003
49,IND,James Jones,Miami (FL),14.0,709.0,11098.0,3717.0,1276.0,366.0,0.401,0.401,0.84,15.7,5.2,1.8,0.5,25.2,0.109,-0.1,5.4,2003
50,PHI,Paccelis Morlende,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
51,BKN,Kyle Korver,Creighton,17.0,1232.0,31183.0,11953.0,3643.0,2114.0,0.442,0.429,0.877,25.3,9.7,3.0,1.7,73.4,0.113,0.6,20.7,2003
52,TOR,Remon Van de Hare,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
53,CHI,Tommy Smith,Arizona State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
54,POR,Nedžad Sinanović,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
55,MIN,Rick Rickert,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
56,BOS,Brandon Hunter,Ohio University,2.0,67.0,630.0,220.0,187.0,22.0,0.47600000000000003,0.0,0.488,9.4,3.3,2.8,0.3,0.7,0.055,-3.7,-0.3,2003
57,DAL,Xue Yuyang,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
58,DET,Andreas Glyniadakis,,1.0,13.0,81.0,17.0,8.0,1.0,0.47100000000000003,0.0,0.5,6.2,1.3,0.6,0.1,-0.2,-0.14300000000000002,-14.0,-0.2,2003
1,ORL,Dwight Howard,,16.0,1113.0,37290.0,18631.0,13691.0,1580.0,0.586,0.132,0.565,33.5,16.7,12.3,1.4,134.2,0.17300000000000001,2.1,38.4,2004
2,CHA,Emeka Okafor,UConn,10.0,616.0,19055.0,7370.0,5967.0,520.0,0.512,0.0,0.586,30.9,12.0,9.7,0.8,45.3,0.114,-0.6,6.8,2004
3,CHI,Ben Gordon,UConn,11.0,744.0,20366.0,11084.0,1851.0,1868.0,0.43200000000000005,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,-0.3,8.7,2004
4,LAC,Shaun Livingston,,14.0,833.0,17188.0,5231.0,1989.0,2483.0,0.486,0.17800000000000002,0.794,20.6,6.3,2.4,3.0,29.9,0.084,-1.0,4.3,2004
5,WAS,Devin Harris,Wisconsin,15.0,985.0,23963.0,10597.0,2151.0,3869.0,0.43200000000000005,0.325,0.7959999999999999,24.3,10.8,2.2,3.9,54.9,0.11,0.6,15.5,2004
6,ATL,Josh Childress,Stanford,8.0,391.0,10432.0,3548.0,1850.0,609.0,0.522,0.32899999999999996,0.779,26.7,9.1,4.7,1.6,25.7,0.11800000000000001,0.8,7.4,2004
7,PHO,Luol Deng,Duke,15.0,902.0,30941.0,13361.0,5468.0,2042.0,0.456,0.332,0.769,34.3,14.8,6.1,2.3,74.0,0.115,0.9,22.9,2004
8,TOR,Rafael Araújo,BYU,3.0,139.0,1585.0,389.0,395.0,41.0,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013000000000000001,-7.2,-2.1,2004
9,PHI,Andre Iguodala,Arizona,16.0,1129.0,37452.0,13552.0,5709.0,4872.0,0.465,0.33299999999999996,0.7090000000000001,33.2,12.0,5.1,4.3,97.0,0.124,2.2,40.1,2004
10,CLE,Luke Jackson,Oregon,4.0,73.0,724.0,252.0,89.0,58.0,0.35700000000000004,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-3.7,-0.3,2004
11,GSW,Andris Biedriņš,,10.0,516.0,11146.0,3247.0,3631.0,467.0,0.594,0.0,0.5,21.6,6.3,7.0,0.9,30.7,0.132,-0.4,4.6,2004
12,OKC,Robert Swift,,4.0,97.0,1500.0,416.0,376.0,20.0,0.506,0.0,0.61,15.5,4.3,3.9,0.2,1.7,0.054000000000000006,-3.8,-0.7,2004
13,POR,Sebastian Telfair,,10.0,564.0,12149.0,4183.0,898.0,1960.0,0.39,0.319,0.777,21.5,7.4,1.6,3.5,5.0,0.02,-3.4,-4.2,2004
14,UTA,Kris Humphries,Minnesota,13.0,800.0,14232.0,5350.0,4314.0,556.0,0.46299999999999997,0.293,0.7,17.8,6.7,5.4,0.7,30.3,0.102,-1.7,1.2,2004
15,BOS,Al Jefferson,,14.0,915.0,26299.0,14343.0,7690.0,1347.0,0.499,0.121,0.711,28.7,15.7,8.4,1.5,71.0,0.13,1.2,21.3,2004
16,UTA,Kirk Snyder,Nevada,4.0,211.0,3540.0,1333.0,491.0,241.0,0.43799999999999994,0.327,0.6990000000000001,16.8,6.3,2.3,1.1,4.5,0.061,-1.2,0.7,2004
17,ATL,Josh Smith,,13.0,894.0,29000.0,12996.0,6653.0,2789.0,0.452,0.285,0.632,32.4,14.5,7.4,3.1,51.0,0.084,1.7,27.2,2004
18,NOH,J.R. Smith,,16.0,977.0,26275.0,12148.0,3073.0,2077.0,0.419,0.373,0.733,26.9,12.4,3.1,2.1,46.3,0.084,0.2,14.7,2004
19,MIA,Dorell Wright,,11.0,549.0,12280.0,4597.0,2093.0,850.0,0.424,0.365,0.8059999999999999,22.4,8.4,3.8,1.5,25.9,0.10099999999999999,0.9,9.1,2004
20,DEN,Jameer Nelson,Saint Joseph's,14.0,878.0,24539.0,9940.0,2595.0,4508.0,0.436,0.368,0.81,27.9,11.3,3.0,5.1,48.3,0.094,-0.1,11.6,2004
21,UTA,Pavel Podkolzin,,2.0,6.0,28.0,4.0,9.0,0.0,0.0,0.0,0.5,4.7,0.7,1.5,0.0,-0.1,-0.163,-15.0,-0.1,2004
22,BKN,Viktor Khryapa,,4.0,143.0,2351.0,643.0,492.0,142.0,0.44299999999999995,0.292,0.6579999999999999,16.4,4.5,3.4,1.0,2.0,0.040999999999999995,-3.5,-0.9,2004
23,POR,Sergei Monia,,1.0,26.0,343.0,77.0,52.0,19.0,0.33299999999999996,0.265,0.7140000000000001,13.2,3.0,2.0,0.7,-0.2,-0.025,-5.3,-0.3,2004
24,BOS,Delonte West,Saint Joseph's,8.0,432.0,11842.0,4198.0,1265.0,1540.0,0.44799999999999995,0.37200000000000005,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.9,8.7,2004
25,BOS,Tony Allen,Oklahoma State,14.0,820.0,18055.0,6654.0,2884.0,1077.0,0.475,0.282,0.7090000000000001,22.0,8.1,3.5,1.3,38.7,0.10300000000000001,0.3,10.4,2004
26,SAC,Kevin Martin,Western Carolina University,12.0,714.0,21559.0,12396.0,2278.0,1352.0,0.43700000000000006,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.13699999999999998,1.0,16.1,2004
27,LAL,Sasha Vujačić,,10.0,581.0,8908.0,3094.0,1093.0,748.0,0.39,0.36700000000000005,0.858,15.3,5.3,1.9,1.3,16.0,0.086,-1.0,2.3,2004
28,SAS,Beno Udrih,,13.0,831.0,18185.0,6952.0,1712.0,2858.0,0.46299999999999997,0.349,0.833,21.9,8.4,2.1,3.4,31.4,0.083,-0.9,4.9,2004
29,IND,David Harrison,Colorado,4.0,189.0,2686.0,949.0,549.0,47.0,0.53,0.0,0.525,14.2,5.0,2.9,0.2,3.2,0.057,-4.4,-1.7,2004
30,ORL,Anderson Varejão,,13.0,627.0,15051.0,4561.0,4511.0,734.0,0.51,0.024,0.631,24.0,7.3,7.2,1.2,46.4,0.14800000000000002,0.3,8.9,2004
31,CHI,Jackson Vroman,Iowa State,2.0,87.0,1111.0,285.0,261.0,51.0,0.408,0.0,0.58,12.8,3.3,3.0,0.6,0.0,0.001,-5.1,-0.9,2004
